ID,Age,Salaire_Annuel (€),Niveau_Etude,Ville,Score_Credit_Externe,Epargne_Totale (€),Montant_Pret_Accorde,Defaut_Paiement
387,69.0,51575.0,Doctorat,Lyon,91.0,12592.0,21939.0,Non
388,30.0,20498.0,Master,Marseille,88.0,2809.0,6906.0,Non
389,68.0,15340.0,Licence,Marseille,98.0,6397.0,5941.0,Non
390,21.0,45654.0,Doctorat,Paris,88.0,11393.0,16791.0,Non
391,68.0,35219.0,Licence,Lyon,73.0,3826.0,13484.0,Non
392,38.0,95388.0,Bac,,73.0,7140.0,32163.0,Non
393,44.0,39842.0,Licence,Paris,75.0,14959.0,17070.0,Non
394,56.0,16207.0,Doctorat,Paris,21.0,7862.0,6795.0,
395,68.0,75011.0,Doctorat,,90.0,11254.0,27750.0,Non
396,50.0,17454.0,Master,Marseille,71.0,7577.0,7549.0,Non
397,31.0,36083.0,Master,,,14621.0,13290.0,Non
398,52.0,63456.0,Doctorat,Paris,87.0,28403.0,26378.0,Non
399,36.0,36826.0,Master,Paris,85.0,13613.0,13794.0,Non
400,67.0,51188.0,Licence,Marseille,19.0,3883.0,20078.0,Non
401,38.0,26944.0,Doctorat,Marseille,84.0,386.0,9680.0,Oui
402,36.0,99761.0,Bac,Marseille,57.0,37066.0,38790.0,Oui
403,42.0,57727.0,Doctorat,Paris,63.0,22247.0,23440.0,Non
404,53.0,30038.0,,,68.0,6298.0,12708.0,Non
405,47.0,81634.0,Master,Marseille,67.0,38724.0,31842.0,Non
406,51.0,99050.0,Master,Lyon,94.0,6471.0,33163.0,Non
407,51.0,96253.0,Doctorat,Lyon,67.0,32414.0,40612.0,Non
408,48.0,83487.0,Master,Lyon,81.0,1735.0,27695.0,Non
409,56.0,82904.0,Bac,Paris,67.0,25344.0,31370.0,Non
410,36.0,45750.0,Bac,Marseille,64.0,13591.0,16853.0,Oui
411,25.0,40235.0,Doctorat,?,82.0,5028.0,15763.0,Non
412,41.0,99227.0,Bac,Marseille,72.0,20511.0,,Non
413,48.0,52713.0,Doctorat,Lyon,95.0,19864.0,23895.0,Oui
414,32.0,73608.0,Licence,Paris,86.0,22141.0,27360.0,Non
415,34.0,73161.0,Doctorat,Paris,98.0,27292.0,32292.0,Non
416,46.0,34008.0,Master,Marseille,88.0,5561.0,12320.0,Non
417,53.0,58148.0,Master,Paris,66.0,19817.0,26145.0,Non
418,34.0,54129.0,Bac,Paris,34.0,19209.0,20096.0,Non
419,27.0,27180.0,Master,Paris,78.0,10407.0,10944.0,Non
420,34.0,69040.0,Licence,Paris,73.0,22149.0,26608.0,Oui
421,54.0,32508.0,Licence,Marseille,95.0,7906.0,11510.0,?
422,65.0,20355.0,Bac,,72.0,5709.0,7282.0,Non
423,53.0,96423.0,Bac,Paris,31.0,42549.0,38367.0,Non
424,50.0,98692.0,Licence,Paris,61.0,7066.0,34642.0,Oui
425,20.0,73283.0,Bac,,90.0,3797.0,28032.0,Non
426,60.0,88016.0,Bac,Lyon,98.0,5187.0,29268.0,Non
427,27.0,35132.0,Licence,Lyon,90.0,16685.0,13280.0,Non
428,52.0,66813.0,Bac,Lyon,83.0,15861.0,25455.0,Non
429,53.0,30193.0,Licence,Paris,82.0,4255.0,10143.0,Non
430,,17745.0,Doctorat,Marseille,96.0,6874.0,6364.0,Non
431,47.0,45116.0,Licence,Marseille,79.0,17542.0,17312.0,Non
432,24.0,35093.0,Doctorat,Marseille,67.0,17102.0,14882.0,Non
433,64.0,19426.0,Doctorat,Paris,62.0,2165.0,6468.0,Non
434,21.0,17204.0,Licence,Lyon,69.0,675.0,6726.0,Non
435,61.0,36607.0,Bac,Marseille,86.0,12042.0,12968.0,Non
436,28.0,70835.0,Licence,Paris,80.0,7505.0,29297.0,Non
437,59.0,61473.0,Master,Paris,67.0,25047.0,23044.0,Non
438,57.0,22006.0,Doctorat,Marseille,92.0,3352.0,9283.0,Non
439,64.0,51081.0,Licence,Paris,29.0,16302.0,19842.0,Non
440,28.0,91721.0,Licence,Marseille,86.0,23415.0,35052.0,Non
441,38.0,79805.0,Licence,Lyon,68.0,22171.0,29360.0,Non
442,,,Licence,Paris,97.0,17992.0,21037.0,Non
443,34.0,,Licence,Marseille,98.0,599851.0,103785.0,Non
444,33.0,40851.0,Doctorat,,34.0,4794.0,15230.0,Non
445,54.0,53870.0,,-,80.0,913.0,18361.0,
446,61.0,18642.0,Bac,Lyon,97.0,4949.0,7482.0,Non
447,19.0,23711.0,Bac,,86.0,3838.0,7488.0,Non
448,47.0,36542.0,Bac,Marseille,27.0,14181.0,15021.0,Non
449,39.0,99388.0,Licence,Paris,82.0,12130.0,38073.0,Non
450,,33601.0,Doctorat,Lyon,81.0,4515.0,11450.0,Oui
451,44.0,98596.0,Bac,Lyon,31.0,20206.0,40483.0,Non
452,44.0,82712.0,Doctorat,Paris,57.0,16733.0,34121.0,Non
453,47.0,18696.0,Master,Marseille,71.0,7401.0,8006.0,Non
454,69.0,97612.0,Master,Lyon,55.0,10139.0,35485.0,Non
455,62.0,1253494.0,Licence,Marseille,95.0,153001.0,485324.0,Non
456,18.0,58361.0,Doctorat,Paris,58.0,17216.0,21457.0,Non
457,28.0,64812.0,Master,Lyon,61.0,29042.0,24982.0,
458,24.0,22812.0,Bac,Lyon,96.0,10163.0,8700.0,Non
459,,35700.0,Doctorat,Paris,93.0,930.0,11662.0,Non
460,63.0,46555.0,Licence,Marseille,10.0,9805.0,17683.0,Non
461,,,Bac,Lyon,,9681.0,20460.0,Non
462,20.0,42056.0,Master,Paris,77.0,19606.0,16022.0,Non
463,48.0,72149.0,Bac,Paris,60.0,2652.0,28800.0,Non
464,27.0,92116.0,Doctorat,Marseille,31.0,33841.0,34080.0,Non
465,45.0,35466.0,Master,Marseille,67.0,7699.0,12013.0,Non
466,67.0,28156.0,Bac,Marseille,90.0,13869.0,12153.0,Non
467,39.0,17708.0,Doctorat,Paris,85.0,6718.0,7071.0,Non
468,49.0,93077.0,Bac,Paris,19.0,22907.0,32568.0,Non
469,34.0,93958.0,Bac,Marseille,92.0,36884.0,40330.0,Non
470,42.0,48872.0,Bac,Marseille,94.0,4803.0,19928.0,
471,56.0,34456.0,Master,Marseille,71.0,865.0,10881.0,Oui
472,58.0,36644.0,Licence,Lyon,57.0,2500.0,12022.0,Non
473,66.0,15174.0,Bac,Marseille,71.0,2980.0,4905.0,Non
474,32.0,48919.0,Doctorat,Lyon,97.0,20600.0,21645.0,Non
475,57.0,41400.0,Licence,Lyon,58.0,11753.0,14529.0,Non
476,46.0,71184.0,Bac,Paris,55.0,11484.0,30704.0,Non
477,33.0,82391.0,Licence,Marseille,25.0,6141.0,30724.0,Non
478,27.0,,Doctorat,Marseille,,10811.0,22140.0,Non
479,54.0,26889.0,Doctorat,,,3529.0,8631.0,Non
480,25.0,15112.0,Doctorat,Lyon,59.0,,7023.0,Non
481,34.0,25808.0,Doctorat,Lyon,87.0,3871.0,10835.0,Non
482,65.0,41049.0,Licence,Marseille,87.0,13318.0,15528.0,Non
483,24.0,90277.0,Master,Marseille,83.0,5387.0,35617.0,Non
484,46.0,95702.0,Licence,Paris,35.0,22064.0,38452.0,Non
485,27.0,31901.0,Licence,Paris,18.0,11853.0,13215.0,Non
486,43.0,29256.0,--,Paris,57.0,3236.0,12146.0,Non
487,42.0,86291.0,Doctorat,,80.0,26386.0,?,Non
488,56.0,82054.0,Licence,,74.0,24906.0,33097.0,Non
489,37.0,31193.0,Licence,Paris,57.0,6017.0,13716.0,Oui
490,44.0,60800.0,Master,Marseille,83.0,5794.0,22154.0,Non
491,36.0,70561.0,Bac,Marseille,75.0,7711.0,27218.0,Non
492,39.0,99381.0,Bac,Paris,58.0,46586.0,39909.0,Non
493,,16920.0,Licence,Paris,96.0,6299.0,7531.0,Non
494,23.0,1919920.0,Licence,Lyon,89.0,856529.0,750648.0,Non
495,38.0,75686.0,Doctorat,Paris,81.0,1092.0,26464.0,Non
496,45.0,90945.0,Licence,Paris,77.0,3138.0,31598.0,Non
497,69.0,75128.0,Bac,Lyon,88.0,3053.0,25153.0,Non
498,67.0,65489.0,Bac,Marseille,84.0,31187.0,24473.0,Non
499,27.0,75030.0,,Marseille,57.0,23426.0,30522.0,Non
500,18.0,97522.0,Licence,,71.0,44974.0,,Non
501,23.0,97214.0,Bac,Paris,18.0,2639.0,32899.0,Oui
502,38.0,35025.0,Master,Marseille,94.0,7945.0,12520.0,Non
503,60.0,62195.0,Licence,Lyon,65.0,18872.0,24924.0,Non
504,30.0,43927.0,Master,Paris,78.0,20394.0,19830.0,Oui
505,32.0,50842.0,Licence,Lyon,55.0,23528.0,21801.0,Non
506,38.0,50529.0,Doctorat,Paris,57.0,20662.0,18646.0,Non
507,37.0,27356.0,Bac,Marseille,77.0,3690.0,8999.0,Non
508,69.0,17591.0,Master,Paris,96.0,3395.0,7028.0,Non
509,56.0,38408.0,Bac,Paris,89.0,6950.0,13868.0,Non
510,58.0,47854.0,Bac,Marseille,84.0,10777.0,17405.0,Non
511,39.0,16700.0,Master,Paris,77.0,3682.0,6140.0,Non
512,57.0,56605.0,Doctorat,Lyon,87.0,10141.0,19002.0,Non
513,60.0,56458.0,Licence,Lyon,90.0,3840.0,17886.0,Non
514,59.0,84166.0,,Marseille,69.0,31747.0,,Non
515,,,Master,Paris,73.0,,23090.0,Non
516,57.0,23640.0,Bac,Lyon,67.0,10320.0,9732.0,Non
517,51.0,80774.0,Bac,Paris,83.0,18186.0,28195.0,Non
518,41.0,76510.0,Bac,Paris,57.0,8424.0,29848.0,Non
519,66.0,15192.0,,Lyon,79.0,5163.0,5536.0,Non
520,20.0,51468.0,Master,Lyon,79.0,18957.0,21058.0,Non
521,26.0,48272.0,Licence,Paris,95.0,13056.0,18143.0,Non
522,46.0,19994.0,Master,Paris,94.0,351.0,,Non
523,65.0,17581.0,Licence,Marseille,90.0,7480.0,7321.0,Non
524,69.0,52548.0,Licence,Lyon,69.0,6487.0,18347.0,Oui
525,46.0,41946.0,Master,Marseille,94.0,1831.0,15485.0,Non
526,21.0,17890.0,Licence,Marseille,81.0,3503.0,5976.0,Non
527,,62664.0,Bac,Marseille,69.0,,23466.0,Non
528,53.0,31633.0,Licence,Paris,93.0,10817.0,,Non
529,69.0,78972.0,Master,Paris,82.0,8334.0,33015.0,Non
530,45.0,92241.0,Bac,Marseille,75.0,30487.0,35867.0,Non
531,53.0,41069.0,Licence,,67.0,14754.0,16726.0,Non
532,33.0,77522.0,Bac,Paris,84.0,33771.0,28889.0,Non
533,27.0,36839.0,Bac,Lyon,66.0,8380.0,12397.0,Non
534,40.0,46455.0,Bac,Lyon,57.0,21840.0,20122.0,Non
535,47.0,46709.0,,Paris,67.0,15451.0,16163.0,Non
536,24.0,67198.0,Bac,Marseille,86.0,25724.0,27097.0,Non
537,23.0,64145.0,Bac,Paris,55.0,15225.0,23538.0,Non
538,39.0,35884.0,Doctorat,,60.0,7901.0,13854.0,Non
539,63.0,31103.0,Master,Paris,67.0,12890.0,12684.0,Non
540,19.0,65357.0,Bac,Lyon,74.0,29575.0,28354.0,Non
541,48.0,29908.0,Licence,Marseille,12.0,8669.0,11327.0,Oui
542,33.0,,Master,Marseille,,,24751.0,Non
543,65.0,47933.0,Master,,26.0,18383.0,16961.0,Oui
544,49.0,51607.0,Master,Lyon,70.0,11005.0,19028.0,Non
545,27.0,90324.0,Bac,Marseille,56.0,32211.0,39212.0,Non
546,60.0,,Master,Marseille,32.0,31050.0,21741.0,Oui
547,22.0,3288107.0,Licence,Lyon,74.0,1547273.0,1545365.0,Non
548,31.0,45908.0,Licence,Marseille,72.0,2934.0,18230.0,Non
549,28.0,51182.0,Bac,,95.0,2262.0,15522.0,Non
550,39.0,79575.0,Master,Paris,66.0,2446.0,,Non
551,67.0,74821.0,Licence,Lyon,87.0,23101.0,24776.0,Non
552,60.0,49087.0,Licence,Lyon,37.0,12240.0,18548.0,Oui
553,47.0,40380.0,Bac,Lyon,80.0,15056.0,15920.0,Non
554,61.0,91949.0,Doctorat,Paris,84.0,42175.0,37239.0,Non
555,37.0,61223.0,,Lyon,70.0,26501.0,28648.0,Non
556,64.0,74546.0,Bac,Marseille,63.0,37172.0,34229.0,Non
557,37.0,97384.0,Master,Marseille,17.0,45865.0,36370.0,Oui
558,47.0,29715.0,Master,Paris,26.0,10042.0,13360.0,Non
559,59.0,49314.0,Licence,Lyon,88.0,11969.0,19228.0,Non
560,67.0,60619.0,Master,Paris,91.0,23159.0,23597.0,Non
561,57.0,52099.0,Doctorat,Marseille,62.0,6129.0,18603.0,Non
562,27.0,30408.0,Doctorat,Paris,90.0,3440.0,12424.0,Non
563,39.0,53225.0,Doctorat,Lyon,33.0,2690.0,21439.0,null
564,19.0,60066.0,Doctorat,Lyon,59.0,14683.0,24217.0,Non
565,27.0,37765.0,Doctorat,Marseille,77.0,1900.0,12866.0,Non
566,48.0,45134.0,Licence,Paris,63.0,4669.0,13798.0,Non
567,42.0,43018.0,Doctorat,Paris,24.0,1377.0,18026.0,Non
568,56.0,46379.0,Licence,Marseille,67.0,17318.0,17932.0,Non
569,29.0,32618.0,Doctorat,Marseille,72.0,2295.0,11622.0,Non
570,56.0,50303.0,Bac,Paris,14.0,13077.0,18159.0,Non
571,30.0,16881.0,Licence,Marseille,93.0,7880.0,6305.0,Non
572,30.0,95357.0,Master,Lyon,30.0,13973.0,36133.0,Non
573,45.0,21901.0,Licence,Lyon,92.0,10627.0,8522.0,Non
574,25.0,40805.0,Doctorat,Marseille,36.0,7155.0,13454.0,Non
575,48.0,27100.0,Licence,Paris,85.0,3168.0,9463.0,Non
576,37.0,26669.0,Doctorat,Paris,96.0,10624.0,9972.0,Non
577,,15336.0,Licence,Paris,67.0,858.0,5846.0,Non
578,25.0,92485.0,Doctorat,Marseille,67.0,22136.0,36044.0,Non
579,66.0,33108.0,Doctorat,Marseille,72.0,8652.0,11556.0,Non
580,47.0,3957521.0,Bac,Lyon,67.0,1347361.0,1411564.0,Non
581,,94414.0,Bac,Marseille,63.0,,38774.0,Non
582,61.0,62574.0,Doctorat,Lyon,63.0,26356.0,21984.0,Non
583,18.0,61922.0,Licence,Paris,66.0,22604.0,21803.0,Non
584,31.0,72415.0,Master,Lyon,97.0,29162.0,25662.0,Non
585,68.0,37800.0,Bac,Lyon,75.0,15845.0,,Non
586,23.0,40068.0,Doctorat,Marseille,95.0,5953.0,16093.0,Non
587,68.0,73160.0,Bac,Marseille,94.0,34185.0,26982.0,Non
588,45.0,,Master,Lyon,92.0,11483.0,23519.0,Non
589,68.0,59757.0,Licence,Paris,67.0,898.0,19377.0,Oui
590,49.0,53134.0,Doctorat,Lyon,89.0,4235.0,18772.0,Non
591,45.0,27497.0,Doctorat,Paris,,12926.0,11756.0,Non
592,67.0,59523.0,Master,Paris,66.0,8556.0,24279.0,Non
593,31.0,20698.0,Licence,Lyon,63.0,7825.0,8377.0,Non
594,57.0,23002.0,Doctorat,Paris,81.0,856.0,9280.0,Non
595,32.0,27392.0,Bac,Lyon,77.0,12146.0,11260.0,Non
596,37.0,35566.0,Doctorat,Marseille,79.0,13072.0,15754.0,Non
597,20.0,44523.0,Bac,Lyon,87.0,2996.0,13540.0,Non
598,32.0,34309.0,Doctorat,Marseille,75.0,10154.0,14352.0,Non
599,22.0,71683.0,Master,Marseille,72.0,4434.0,22747.0,Non
600,52.0,90414.0,Doctorat,Marseille,64.0,15382.0,27936.0,Non
601,66.0,19298.0,Bac,Paris,91.0,1315.0,7701.0,Non
602,62.0,91996.0,Bac,Marseille,55.0,32461.0,35078.0,Non
603,68.0,33395.0,Doctorat,Marseille,62.0,5183.0,12377.0,Non
604,45.0,2769798.0,Master,Lyon,88.0,96032.0,893993.0,Non
605,69.0,69710.0,Licence,Paris,55.0,5406.0,22333.0,Non
606,59.0,35884.0,Master,Paris,89.0,6527.0,15391.0,Non
607,25.0,74993.0,Bac,Paris,68.0,34295.0,30347.0,Non
608,52.0,57222.0,Doctorat,Paris,81.0,22484.0,21372.0,Non
609,48.0,24275.0,Licence,Paris,26.0,5247.0,9074.0,Non
610,51.0,59036.0,Licence,,72.0,10197.0,24340.0,Non
611,31.0,75294.0,,Marseille,97.0,2377.0,30526.0,Non
612,52.0,33323.0,Doctorat,Marseille,98.0,13635.0,14632.0,Non
613,34.0,65225.0,Bac,Marseille,67.0,17644.0,23428.0,Non
614,31.0,44134.0,Master,Lyon,70.0,18332.0,16294.0,Non
615,21.0,20313.0,Master,Marseille,78.0,9844.0,8639.0,Non
616,48.0,90308.0,Licence,Marseille,28.0,17701.0,30201.0,Oui
617,33.0,90209.0,Licence,Lyon,83.0,18504.0,36708.0,Non
618,51.0,,Master,Paris,,13792.0,24987.0,Non
619,40.0,34601.0,Master,Lyon,91.0,15631.0,15711.0,Non
620,23.0,93270.0,Master,Lyon,71.0,32773.0,37777.0,Non
621,21.0,,Bac,Lyon,89.0,,22762.0,Non
622,37.0,99726.0,Master,Paris,12.0,49746.0,,Oui
623,29.0,,,Marseille,32.0,3290.0,17377.0,Oui
624,64.0,50699.0,Doctorat,Marseille,82.0,3748.0,18862.0,Non
625,65.0,16609.0,Licence,Lyon,84.0,981.0,6101.0,Non
626,58.0,92154.0,Doctorat,Lyon,65.0,1992.0,32929.0,Non
627,38.0,42526.0,Master,Paris,56.0,19730.0,,Oui
628,59.0,75410.0,Master,Paris,89.0,1812.0,30217.0,Non
629,43.0,94211.0,Master,Marseille,96.0,28102.0,31600.0,Non
630,30.0,20877.0,Licence,Lyon,81.0,5999.0,7969.0,Non
631,25.0,27205.0,Master,Paris,71.0,3228.0,9084.0,Non
632,34.0,75372.0,Doctorat,Paris,90.0,17375.0,26984.0,Non
633,46.0,30972.0,Licence,Marseille,64.0,10368.0,12155.0,Non
634,69.0,84518.0,Doctorat,Marseille,73.0,9800.0,31587.0,Non
635,38.0,,Doctorat,Paris,60.0,6987.0,23123.0,Oui
636,19.0,56743.0,Licence,Paris,84.0,11464.0,19605.0,Non
637,40.0,98829.0,Bac,Lyon,90.0,6901.0,,Non
638,68.0,78928.0,Doctorat,Paris,72.0,2541.0,30570.0,Oui
639,40.0,18748.0,Licence,Lyon,98.0,933.0,6847.0,Non
640,59.0,61686.0,Master,Marseille,85.0,20548.0,24406.0,Non
641,38.0,,Master,Paris,64.0,13479.0,23101.0,Non
642,41.0,97063.0,Doctorat,Lyon,85.0,33744.0,35766.0,Non
643,18.0,41627.0,Master,?,66.0,1234.0,15304.0,Non
644,50.0,22135.0,Bac,Marseille,96.0,8805.0,7969.0,Non
645,59.0,25770.0,Licence,Marseille,20.0,12428.0,10984.0,Non
646,20.0,17537.0,Master,Paris,26.0,6040.0,7597.0,Oui
647,47.0,77559.0,Bac,Lyon,94.0,13081.0,27233.0,Non
648,58.0,66502.0,Bac,Lyon,76.0,4640.0,23293.0,Non
649,67.0,58169.0,Doctorat,Lyon,66.0,10043.0,23163.0,Non
650,29.0,84345.0,Doctorat,Marseille,55.0,28651.0,29685.0,Non
651,53.0,28210.0,Licence,Marseille,56.0,979.0,8908.0,Non
652,29.0,47083.0,Bac,Marseille,64.0,13083.0,20397.0,Non
653,54.0,84517.0,Licence,Lyon,60.0,30444.0,34941.0,Non
654,53.0,58646.0,,Paris,34.0,9434.0,22992.0,Oui
655,62.0,22697.0,Licence,Marseille,70.0,2650.0,9096.0,Oui
656,21.0,,Master,Marseille,66.0,14513.0,22127.0,Non
657,62.0,99284.0,Master,Lyon,98.0,45957.0,35965.0,Non
658,64.0,58116.0,Master,Marseille,68.0,3947.0,22758.0,Non
659,50.0,28666.0,Bac,Marseille,77.0,11738.0,10913.0,Non
660,30.0,58298.0,Bac,Paris,79.0,11553.0,22394.0,Non
661,19.0,99698.0,Bac,Marseille,98.0,5718.0,,Non
662,28.0,93389.0,Doctorat,Marseille,80.0,3945.0,31566.0,Non
663,,33624.0,Master,Lyon,55.0,6971.0,13320.0,Oui
664,46.0,84639.0,Bac,Marseille,89.0,28493.0,34295.0,Oui
665,61.0,98564.0,Doctorat,Paris,73.0,36254.0,40446.0,Non
666,62.0,67664.0,Licence,Marseille,76.0,8386.0,24864.0,Non
667,25.0,55745.0,Licence,Marseille,97.0,8146.0,17543.0,Non
668,26.0,99719.0,Master,Marseille,85.0,4256.0,32171.0,Non
669,28.0,96418.0,Licence,Lyon,60.0,12884.0,33158.0,Oui
670,55.0,98163.0,Bac,Marseille,61.0,31811.0,40308.0,Non
671,21.0,88369.0,Licence,Lyon,91.0,1790.0,28089.0,Non
672,41.0,89328.0,Bac,Lyon,58.0,18223.0,30080.0,Oui
673,66.0,94481.0,Master,Lyon,77.0,15666.0,32277.0,Non
674,60.0,19633.0,Bac,Lyon,87.0,5063.0,7991.0,Non
675,31.0,35827.0,Bac,Marseille,84.0,16878.0,15708.0,Non
676,62.0,29327.0,Bac,Marseille,92.0,6837.0,11000.0,Non
677,42.0,57832.0,Licence,Paris,64.0,8016.0,19296.0,Non
678,65.0,,Master,Paris,88.0,803.0,21802.0,Non
679,21.0,23921.0,Doctorat,Paris,63.0,1394.0,,Non
680,25.0,27242.0,Doctorat,Lyon,97.0,7825.0,9220.0,Non
681,31.0,15507.0,Bac,Marseille,85.0,4681.0,6586.0,Non
682,34.0,20037.0,Licence,Marseille,84.0,987.0,6524.0,Oui
683,28.0,86947.0,Licence,Lyon,61.0,29775.0,30837.0,Non
684,43.0,,Licence,Marseille,85.0,2179916.0,285417.0,Non
685,47.0,82616.0,Licence,Paris,84.0,1719.0,27332.0,Non
686,26.0,41140.0,Bac,Marseille,69.0,12715.0,16513.0,
687,56.0,33690.0,Master,Marseille,92.0,3908.0,12237.0,Non
688,50.0,96502.0,Licence,Marseille,72.0,13470.0,,Non
689,51.0,32857.0,Doctorat,Marseille,79.0,7499.0,10742.0,Non
690,,43557.0,Master,Marseille,63.0,884.0,14047.0,Oui
691,39.0,99694.0,Bac,Lyon,64.0,27522.0,39712.0,Non
692,32.0,66322.0,Master,Marseille,82.0,8597.0,27955.0,Non
693,52.0,51133.0,Bac,Paris,62.0,7291.0,18301.0,
694,37.0,57674.0,Bac,,77.0,15284.0,22291.0,Non
695,,,Licence,Paris,61.0,3948.0,20785.0,Non
696,55.0,59439.0,Bac,Paris,64.0,28145.0,24126.0,Oui
697,63.0,51824.0,Licence,Paris,80.0,19735.0,22767.0,Non
698,31.0,83472.0,Master,Marseille,59.0,39649.0,37549.0,Non
699,35.0,80066.0,Licence,Lyon,82.0,25980.0,30179.0,Non
700,44.0,70432.0,Doctorat,Paris,88.0,2134.0,25628.0,Non
701,43.0,94823.0,Doctorat,,67.0,8823.0,36933.0,Non
702,,99817.0,Licence,Lyon,66.0,,37840.0,Non
703,67.0,84322.0,Master,Marseille,80.0,36967.0,37051.0,Non
704,62.0,58240.0,Bac,Marseille,76.0,5744.0,23105.0,Non
705,36.0,35918.0,Doctorat,Marseille,82.0,14512.0,13746.0,Non
706,66.0,20730.0,Licence,Marseille,70.0,7071.0,7482.0,Non
707,40.0,29997.0,Doctorat,,62.0,2633.0,9921.0,Non
708,39.0,43756.0,Bac,Paris,77.0,6930.0,16231.0,Non
709,40.0,16375.0,,Paris,77.0,2119.0,6898.0,Non
710,38.0,36398.0,Master,Paris,78.0,13602.0,13386.0,Non
711,57.0,36638.0,Licence,Marseille,63.0,13736.0,13046.0,Oui
712,48.0,17159.0,Bac,Paris,74.0,2368.0,6623.0,Non
713,45.0,38464.0,Licence,Paris,95.0,9737.0,12763.0,Non
714,55.0,98597.0,Licence,Marseille,89.0,3928.0,38752.0,Non
715,36.0,74251.0,Bac,Paris,55.0,7884.0,28379.0,Non
716,62.0,27632.0,,,77.0,6093.0,11148.0,Non
717,33.0,42464.0,Bac,Lyon,88.0,4194.0,15177.0,Non
718,57.0,96441.0,Bac,Paris,75.0,21119.0,34563.0,Non
719,49.0,98434.0,Master,Marseille,84.0,35465.0,33258.0,Non
720,35.0,74123.0,Bac,Paris,58.0,24326.0,28488.0,Non
721,26.0,86833.0,Doctorat,Paris,89.0,24584.0,34410.0,Non
722,22.0,,Master,Lyon,38.0,,24929.0,Non
723,59.0,15066.0,Doctorat,Marseille,63.0,1166.0,5698.0,Non
724,28.0,26772.0,Licence,Paris,67.0,9121.0,-,Non
725,27.0,39648.0,Doctorat,Marseille,77.0,12448.0,13973.0,Non
726,56.0,76084.0,Licence,Lyon,85.0,26546.0,32679.0,Non
727,67.0,60264.0,Bac,Lyon,35.0,17583.0,23995.0,Oui
728,,,Licence,Marseille,74.0,34704.0,21763.0,Non
729,36.0,54867.0,Master,Lyon,70.0,22381.0,24198.0,Non
730,58.0,16515.0,,Marseille,73.0,7903.0,7442.0,-
731,24.0,41928.0,,,62.0,2112.0,14215.0,Oui
732,33.0,16577.0,Bac,Marseille,16.0,7128.0,6619.0,Non
733,51.0,76957.0,Doctorat,Lyon,38.0,13144.0,28645.0,Non
734,34.0,91106.0,Licence,Marseille,88.0,3754.0,30136.0,Non
735,,21221.0,Master,Lyon,93.0,8029.0,8277.0,Non
736,25.0,67335.0,Doctorat,Lyon,18.0,33224.0,31251.0,Non
737,46.0,98255.0,Licence,Marseille,31.0,15770.0,35523.0,Non
738,24.0,65906.0,Doctorat,Lyon,77.0,6093.0,,Non
739,28.0,89417.0,Master,Paris,71.0,21088.0,36931.0,
740,22.0,4143394.0,Doctorat,Marseille,68.0,1403766.0,1500810.0,Non
741,48.0,67091.0,Doctorat,Marseille,68.0,11391.0,,Non
742,32.0,52425.0,Doctorat,Marseille,,16698.0,18617.0,Non
743,30.0,90452.0,Doctorat,Lyon,22.0,44152.0,34875.0,Non
744,32.0,40464.0,Bac,Lyon,61.0,17851.0,15087.0,Oui
745,48.0,36029.0,Licence,Marseille,71.0,8327.0,15505.0,Oui
746,42.0,79604.0,Doctorat,Paris,76.0,8429.0,28884.0,Non
747,33.0,24130.0,Bac,Lyon,58.0,6305.0,8375.0,Non
748,51.0,91368.0,Master,Paris,74.0,987.0,29235.0,Non
749,68.0,94335.0,Bac,Paris,11.0,953.0,34900.0,Oui
750,53.0,71597.0,Licence,Marseille,87.0,26116.0,29638.0,Non
751,18.0,15215.0,Doctorat,Paris,97.0,5699.0,5630.0,Non
752,50.0,48896.0,Master,Lyon,88.0,1778.0,19116.0,Non
753,59.0,92239.0,Licence,Lyon,91.0,31950.0,35662.0,Non
754,59.0,48686.0,Licence,,88.0,11478.0,18500.0,Non
755,20.0,80681.0,Licence,,76.0,31741.0,35661.0,Non
756,21.0,966995.0,Licence,Marseille,80.0,173415.0,381188.0,Non
757,64.0,71754.0,Doctorat,Marseille,74.0,29812.0,25907.0,Non
758,55.0,1466325.0,Bac,Paris,61.0,149111.0,522663.0,Non
759,52.0,93812.0,Licence,Marseille,38.0,,39542.0,Non
760,59.0,28854.0,Licence,Lyon,71.0,4736.0,10280.0,Non
761,40.0,98053.0,Doctorat,Lyon,73.0,16657.0,33784.0,Non
762,51.0,33300.0,Bac,Paris,91.0,3137.0,,Non
763,18.0,89219.0,Master,Paris,80.0,23265.0,38077.0,Non
764,18.0,47016.0,--,Marseille,21.0,14429.0,16539.0,Oui
765,61.0,54725.0,Bac,Lyon,61.0,16427.0,18647.0,Non
766,19.0,39700.0,Bac,Paris,76.0,14781.0,12951.0,Non
767,37.0,91276.0,Licence,Lyon,60.0,19407.0,31565.0,Non
768,40.0,97987.0,Master,Lyon,90.0,9578.0,35457.0,Non
769,44.0,94737.0,Bac,Marseille,70.0,36934.0,39954.0,Non
770,43.0,78656.0,,Marseille,86.0,27633.0,30885.0,Non
771,,,Bac,Lyon,60.0,11642.0,22043.0,Non
772,24.0,70421.0,Doctorat,Paris,96.0,20179.0,28019.0,Non
773,,33984.0,Doctorat,Marseille,82.0,3738.0,11486.0,Non
